#contig,AI05,AI15,AI20,AI28,AI40,AII05,AII15,AII20,AII28,AII40,AIII05,AIII15,AIII20,AIII28,AIII40
NODE_738_length_10774_cov_4_23873,0.0,0.0,0.0,6.07638739888,19.601578097,0.0,0.0,0.0,10.5583455297,21.8525187019,0.0,0.0,0.0,0.0,18.505715822
NODE_270_length_18939_cov_5_04242,0.0,0.0,0.0,0.0,10.877176285,0.0,0.0,0.0,0.0,13.7833636186,0.0,0.0,0.0,0.0,9.47108569194
NODE_538_length_13202_cov_4_16057,0.0,0.0,0.0,0.0,18.4685389006,0.0,0.0,0.0,9.60360151905,21.0559926636,0.0,0.0,0.0,0.0,13.2246035238
NODE_139_length_26487_cov_13_1844,0.0,0.0,0.0,14.6245256041,65.6029694691,0.0,0.0,0.0,23.8124388543,65.6614508064,0.0,0.0,0.0,0.0,51.3271740724
NODE_79_length_34040_cov_6_71505,0.0,0.0,0.0,0.0,31.4607216855,0.0,0.0,0.0,0.0,33.5579883077,0.0,0.0,0.0,0.0,26.7547259408
NODE_730_length_10835_cov_5_69249,0.0,0.0,3.52532256701,13.2513307117,14.5029017134,0.0,0.0,0.0,27.5190920721,20.4326244598,0.0,0.0,0.0,0.0,22.2155880977
NODE_172_length_24172_cov_4_03885,0.0,0.0,10.325944824,8.13617973748,16.0513886151,0.0,0.0,9.08900205302,14.601967222,20.5018875936,0.0,0.0,11.2559838797,0.0,14.1411602036
NODE_694_length_11236_cov_5_18263,0.0,0.0,0.0,0.0,21.2256009451,0.0,0.0,0.0,0.0,26.6316749315,0.0,0.0,0.0,0.0,20.382474738
NODE_499_length_13755_cov_3_67489,0.0,0.0,0.0,11.7064864577,17.0711238918,0.0,0.0,0.0,17.1292307796,18.3893620138,0.0,0.0,0.0,0.0,14.9267802149
NODE_669_length_11479_cov_5_96717,0.0,0.0,0.0,0.0,22.81185582,0.0,0.0,0.0,0.0,29.7831475177,0.0,0.0,0.0,0.0,19.2476902772
NODE_227_length_20920_cov_4_11867,0.0,0.0,0.0,0.0,17.4488036239,0.0,0.0,0.0,0.0,18.4586251476,0.0,0.0,0.0,0.0,14.2720968722
NODE_553_length_12980_cov_4_75613,0.0,0.0,0.0,0.0,21.565512704,0.0,0.0,0.0,0.0,24.1035705492,0.0,0.0,0.0,0.0,19.8150825076
NODE_404_length_14974_cov_4_42369,0.0,0.0,0.0,6.21370688812,11.0660161511,0.0,0.0,0.0,10.3336998802,22.5797816064,0.0,0.0,0.0,0.0,22.3465247662
NODE_733_length_10814_cov_3_91272,0.0,0.0,0.0,5.32113020806,14.616205633,0.0,0.0,0.0,7.63795208533,19.8438878228,0.0,0.0,0.0,0.0,16.0179191195
NODE_268_length_19106_cov_16_3885,0.0,0.0,0.0,24.0652404893,41.167090801,0.0,0.0,0.0,44.6483228517,53.2287182961,0.0,0.0,0.0,0.0,33.3888504808
NODE_830_length_10156_cov_3_56816,0.0,0.0,3.50032027931,9.9213330976,12.9166468385,0.0,0.0,0.0,14.4334829848,18.4586251476,0.0,0.0,0.0,0.0,14.0538690913
NODE_370_length_15593_cov_5_66283,0.0,0.0,0.0,0.0,26.1732054359,0.0,0.0,0.0,0.0,29.0558846132,0.0,0.0,0.0,0.0,21.6918414235
NODE_226_length_20970_cov_23_8217,0.0,0.0,0.0,6.62566535584,78.6329202272,0.0,0.0,0.0,10.8953140041,118.509221867,0.0,0.0,0.0,0.0,104.88027151
NODE_289_length_17837_cov_22_7308,0.0,0.0,0.0,0.0,70.6638778795,0.0,0.0,0.0,0.0,72.5531326157,0.0,0.0,0.0,0.0,63.7661575849
NODE_684_length_11364_cov_3_06446,0.0,0.0,0.0,0.0,9.21538546371,0.0,0.0,0.0,0.0,15.4456788289,0.0,0.0,0.0,0.0,13.6174135294
NODE_288_length_17934_cov_5_36115,0.0,0.0,0.0,0.0,25.833293677,0.0,0.0,0.0,0.0,25.1771491225,0.0,0.0,0.0,0.0,26.0127514857
NODE_696_length_11190_cov_13_9331,0.0,0.0,0.0,0.0,91.0208154408,0.0,0.0,0.0,0.0,69.0899759276,0.0,0.0,0.0,0.0,69.9201810069
NODE_376_length_15479_cov_4_37305,0.0,0.0,0.0,0.0,18.355234981,0.0,0.0,0.0,0.0,21.9564134026,0.0,0.0,0.0,0.0,19.1603991648
NODE_531_length_13307_cov_8_37187,0.0,0.0,0.0,6.31669650505,21.6788166236,0.0,0.0,0.0,11.7938966023,25.7312541926,0.0,0.0,0.0,0.0,19.9896647323
NODE_30_length_44082_cov_5_40895,0.0,0.0,15.8014458323,18.9500895151,23.9826629896,0.0,0.0,12.6518908578,35.2132055699,27.2896747022,0.0,0.0,14.78727294,0.0,22.3901703224
NODE_212_length_21585_cov_5_0444,0.0,0.0,0.0,9.88700322529,15.4471010437,0.0,0.0,0.0,19.5441715125,25.6619910588,0.0,0.0,0.0,0.0,22.0410058729
NODE_389_length_15209_cov_6_19328,0.0,0.0,0.0,0.0,31.4984896588,0.0,0.0,0.0,0.0,31.3761995942,0.0,0.0,0.0,0.0,24.659739244
NODE_105_length_30171_cov_8_29569,0.0,0.0,0.0,0.0,43.7730809526,0.0,0.0,0.0,0.0,41.7310380916,0.0,0.0,0.0,0.0,35.2656093967
NODE_417_length_14797_cov_4_61756,0.0,0.0,0.0,0.0,10.7638723654,0.0,0.0,0.0,0.0,23.0992551096,0.0,0.0,0.0,0.0,18.5493613782
NODE_273_length_18751_cov_4_12147,0.0,0.0,0.0,84.2798365211,7.70466653523,0.0,0.0,0.0,146.525124931,11.2206276694,0.0,0.0,0.0,8.53317425242,8.81640234918
NODE_671_length_11467_cov_4_98396,0.0,0.0,0.0,0.0,23.1139996057,0.0,0.0,0.0,0.0,27.1165168678,0.0,0.0,0.0,0.0,21.2553858616
NODE_466_length_14210_cov_5_25171,0.0,0.0,7.85071834073,0.0,18.3174670078,0.0,0.0,5.7078932893,0.0,26.770201199,0.0,0.0,7.35685220893,0.0,19.1167536086
NODE_462_length_14277_cov_4_12136,0.0,0.0,0.0,5.35546008037,19.1105944452,0.0,0.0,0.0,8.19956620925,21.5754661669,0.0,0.0,0.0,0.0,17.1963491365
NODE_146_length_25706_cov_4_40957,0.0,0.0,0.0,0.0,16.3535324008,0.0,0.0,0.0,0.0,21.9217818357,0.0,0.0,0.0,0.0,17.5018680298
NODE_488_length_13933_cov_4_32303,0.0,0.0,0.0,0.0,19.072826472,0.0,0.0,0.0,0.0,22.1642028038,0.0,0.0,0.0,0.0,18.5930069344
NODE_141_length_26167_cov_4_21795,0.0,0.0,0.0,0.0,11.0282481779,0.0,0.0,0.0,0.0,21.4023083325,0.0,0.0,0.0,0.0,21.7791325358
NODE_166_length_24537_cov_6_0879,0.0,0.0,0.0,0.0,29.6478589714,0.0,0.0,0.0,0.0,28.5364111099,0.0,0.0,0.0,0.0,25.5326503677
NODE_478_length_14015_cov_6_51898,0.0,0.0,0.0,5.52710944192,25.7199897573,0.0,0.0,0.0,10.3898612925,33.9389355434,0.0,0.0,0.0,0.0,23.2194358899
NODE_364_length_15701_cov_4_40368,0.0,0.0,0.0,17.5768946227,17.108891865,0.0,0.0,0.0,29.0354502067,19.5668352878,0.0,0.0,0.0,0.0,13.5737679732
NODE_16_length_49487_cov_5_02298,0.0,0.0,0.0,0.0,20.4324735077,0.0,0.0,0.0,0.0,25.2117806894,0.0,0.0,0.0,0.0,19.3786269457
NODE_403_length_15017_cov_6_30076,0.0,0.0,0.0,0.0,25.9465975966,0.0,0.0,0.0,0.0,31.7571468299,0.0,0.0,0.0,0.0,21.5609047549
NODE_232_length_20688_cov_6_16803,0.0,0.0,0.0,0.0,25.6822217841,0.0,0.0,0.0,0.0,30.7528313903,0.0,0.0,0.0,0.0,24.5288025754
NODE_598_length_12302_cov_3_87295,0.0,0.0,0.0,0.0,14.0119180616,0.0,0.0,0.0,0.0,19.497572154,0.0,0.0,0.0,0.0,12.6135657372
NODE_409_length_14867_cov_5_94693,0.0,0.0,0.0,0.0,11.1415520975,0.0,0.0,0.0,0.0,29.2636740144,0.0,0.0,0.0,0.0,24.0923470136
NODE_333_length_16527_cov_5_16149,0.0,0.0,0.0,0.0,21.4899767576,0.0,0.0,0.0,0.0,26.6663064984,0.0,0.0,0.0,0.0,24.3978659069
NODE_711_length_11042_cov_8_36862,0.0,0.0,0.0,119.982903724,39.8452117386,0.0,0.0,0.0,186.680534791,42.0080906267,0.0,0.0,0.0,19.718551313,31.2065726716
NODE_832_length_10136_cov_3_48626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5928359755,0.0,0.0,0.0,0.0,14.2720968722
NODE_610_length_12175_cov_4_27616,0.0,0.0,0.0,0.0,20.0170258023,0.0,0.0,0.0,0.0,21.4369398993,0.0,0.0,0.0,0.0,18.1565513726
NODE_561_length_12933_cov_5_14676,0.0,0.0,0.0,4.94350161265,21.8676564897,0.0,0.0,0.0,0.0,26.6316749315,0.0,0.0,0.0,0.0,23.4376636708
NODE_278_length_18341_cov_4_66417,0.0,0.0,0.0,0.0,15.5981729365,0.0,0.0,0.0,0.0,19.4629405871,0.0,0.0,0.0,0.0,17.7637413669
NODE_717_length_10962_cov_6_05749,0.0,0.0,0.0,0.0,26.2487413823,0.0,0.0,0.0,0.0,30.4411472884,0.0,0.0,0.0,0.0,22.1719425415
NODE_442_length_14475_cov_6_1249,0.0,0.0,5.3754918575,6.38535624967,19.1861303917,0.0,0.0,0.0,16.3991324185,30.545041989,0.0,0.0,0.0,0.0,22.3028792101
NODE_737_length_10777_cov_3_4099,0.0,0.0,0.0,0.0,18.2041630882,0.0,0.0,0.0,0.0,17.0387309055,0.0,0.0,0.0,0.0,12.4389835125
NODE_326_length_16735_cov_3_95629,0.0,0.0,0.0,0.0,9.66860114225,0.0,0.0,0.0,0.0,19.8785193897,0.0,0.0,0.0,0.0,15.0140713273
NODE_528_length_13326_cov_8_1015,0.0,0.0,0.0,12.3930839039,13.4453984634,0.0,0.0,0.0,19.4880101001,39.3068284099,0.0,0.0,0.0,6.07316005352,37.5788238745
NODE_839_length_10075_cov_3_13982,0.0,0.0,0.0,0.0,11.4436958832,0.0,0.0,0.0,0.0,15.722731364,0.0,0.0,0.0,0.0,10.0821234785
NODE_790_length_10454_cov_4_64266,0.0,0.0,0.0,0.0,19.7148820166,0.0,0.0,0.0,0.0,23.5494654791,0.0,0.0,0.0,0.0,18.8112347153
NODE_612_length_12170_cov_15_3927,0.0,0.0,0.0,19.5336973444,69.7196785492,0.0,0.0,0.0,33.1913947237,76.3279734057,0.0,0.0,0.0,0.0,63.547929804
NODE_102_length_30862_cov_4_90453,0.0,0.0,0.0,10.7795799054,22.8873917664,0.0,0.0,0.0,18.757911739,24.6923071862,0.0,0.0,0.0,0.0,19.4222725019
NODE_605_length_12259_cov_4_38012,0.0,0.0,0.0,5.18381071882,10.7261043922,0.0,0.0,0.0,10.8391525917,23.1338866765,0.0,0.0,0.0,0.0,22.9575625528
NODE_626_length_11982_cov_3_95405,0.0,0.0,4.80043924019,0.0,19.0350584988,0.0,0.0,0.0,0.0,19.9824140903,0.0,0.0,0.0,0.0,16.3234380128
NODE_587_length_12380_cov_3_42686,0.0,0.0,0.0,0.0,16.2779964543,0.0,0.0,0.0,0.0,17.2118887399,0.0,0.0,0.0,0.0,13.26824908
NODE_658_length_11585_cov_6_10286,0.0,0.0,0.0,12.4274137762,28.7036596411,0.0,0.0,0.0,17.5223606663,30.545041989,0.0,0.0,0.0,0.0,20.9062214122
NODE_573_length_12753_cov_6_88589,0.0,0.0,0.0,16.5126685811,32.442688989,0.0,0.0,0.0,25.9465725252,34.6661984479,0.0,0.0,0.0,0.0,26.5364981599
NODE_241_length_20253_cov_7_74354,0.0,0.0,6.57560166755,87.7814834968,28.3637478822,0.0,0.0,0.0,156.016403625,30.1640947534,0.0,0.0,0.0,14.0682061999,25.838169261
NODE_758_length_10706_cov_5_42569,0.0,0.0,0.0,0.0,8.04457829414,0.0,0.0,0.0,7.8625977349,15.8612576315,0.0,0.0,0.0,0.0,14.4466790969
NODE_257_length_19371_cov_3_91955,0.0,0.0,0.0,6.96896407894,15.5981729365,0.0,0.0,0.0,10.7829911793,19.6360984215,0.0,0.0,0.0,0.0,18.505715822
NODE_503_length_13691_cov_6_7962,0.0,0.0,0.0,0.0,27.797228284,0.0,0.0,0.0,0.0,33.8696724096,0.0,0.0,0.0,0.0,25.7072325924
NODE_536_length_13270_cov_8_3636,0.0,0.0,0.0,0.0,41.3936986403,0.0,0.0,0.0,0.0,42.0080906267,0.0,0.0,0.0,0.0,30.2463704355
NODE_715_length_10983_cov_5_32147,0.0,0.0,0.0,7.24360305742,20.2436336416,0.0,0.0,0.0,12.8609634378,27.8091482054,0.0,0.0,0.0,0.0,10.5622245965
NODE_670_length_11475_cov_6_41305,0.0,0.0,4.300393486,8.92576680061,23.6427512307,0.0,0.0,0.0,18.5894275018,32.1727256325,0.0,0.0,0.0,0.0,21.1680947493
NODE_455_length_14344_cov_7_6062,0.0,0.0,49.7545525416,97.7028165944,35.8418065781,0.0,0.0,24.0676774364,172.247051807,38.7527233398,0.0,0.0,24.4983178557,12.7997613786,30.7264715536
NODE_719_length_10949_cov_3_906,0.0,0.0,0.0,0.0,19.5638101238,0.0,0.0,0.0,0.0,19.6014668546,0.0,0.0,0.0,0.0,14.4030335407
NODE_585_length_12441_cov_4_42459,0.0,0.0,0.0,0.0,20.6590813469,0.0,0.0,0.0,0.0,22.1642028038,0.0,0.0,0.0,0.0,14.228451316
NODE_340_length_16402_cov_6_96109,0.0,0.0,9.77589449435,10.6422604161,24.775790427,0.0,0.0,0.0,18.2524590274,38.3371445373,0.0,0.0,0.0,0.0,25.838169261
NODE_145_length_25711_cov_11_6238,0.0,0.0,0.0,0.0,25.7955257037,0.0,0.0,0.0,0.0,50.1465088437,0.0,0.0,0.0,0.0,35.8766471833
NODE_312_length_17096_cov_6_5894,0.0,0.0,0.0,30.1072980159,30.478754382,0.0,0.0,0.0,46.1085195739,32.9692516707,0.0,0.0,0.0,0.0,29.5043959804
NODE_44_length_40064_cov_4_31935,0.0,0.0,0.0,5.56143931423,10.2351207404,0.0,0.0,0.0,8.48037327121,21.7139924344,0.0,0.0,0.0,0.0,21.342676974
NODE_754_length_10729_cov_3_78106,0.0,0.0,0.0,0.0,21.5277447308,0.0,0.0,0.0,0.0,19.3244143196,0.0,0.0,0.0,0.0,16.4543746814
NODE_484_length_13981_cov_12_8233,0.0,0.0,0.0,37.1792517118,28.9680354536,0.0,0.0,0.0,63.9678487146,54.4408231369,0.0,0.0,0.0,8.64848741799,48.0101118025
NODE_286_length_18017_cov_5_34272,0.0,0.0,0.0,0.0,7.47805869596,0.0,0.0,0.0,0.0,26.6663064984,0.0,0.0,0.0,0.0,20.6007025189
NODE_525_length_13375_cov_3_41524,0.0,0.0,0.0,0.0,15.9380846954,0.0,0.0,0.0,0.0,17.177257173,0.0,0.0,0.0,0.0,13.26824908
NODE_549_length_13015_cov_3_95617,0.0,0.0,0.0,0.0,16.2779964543,0.0,0.0,0.0,0.0,19.7053615553,0.0,0.0,0.0,0.0,16.7162480185
NODE_339_length_16441_cov_6_829,0.0,0.0,0.0,5.14948084651,31.1963458731,0.0,0.0,0.0,8.42421185882,34.0774618109,0.0,0.0,0.0,0.0,25.5762959239
NODE_527_length_13337_cov_4_24733,0.0,0.0,0.0,0.0,18.6196107935,0.0,0.0,0.0,0.0,21.817887135,0.0,0.0,0.0,0.0,19.7714369514
NODE_112_length_29068_cov_5_69645,0.0,0.0,0.0,12.2557644147,27.6083884179,0.0,0.0,0.0,23.2508247303,28.6403058106,0.0,0.0,0.0,0.0,24.8779670249
NODE_843_length_10063_cov_5_33653,0.0,0.0,0.0,0.0,22.6230159539,0.0,0.0,0.0,0.0,27.2204115685,0.0,0.0,0.0,0.0,16.6726024623
NODE_352_length_16078_cov_6_97248,0.0,0.0,0.0,5.21814059113,14.5784376598,0.0,0.0,0.0,7.69411349772,21.1598873643,0.0,0.0,0.0,0.0,15.9742735634
NODE_515_length_13492_cov_6_21791,0.0,0.0,0.0,92.7593149817,32.442688989,0.0,0.0,0.0,164.889906783,30.2333578871,0.0,0.0,0.0,12.2616332726,30.0281426546
NODE_751_length_10738_cov_6_23608,0.0,0.0,0.0,9.2347356514,25.3423100252,0.0,0.0,0.0,14.0965145104,25.4195700907,0.0,0.0,0.0,0.0,22.7829803281
NODE_125_length_27553_cov_5_48131,0.0,0.0,8.12574350553,13.5602995625,19.7526499898,0.0,0.0,0.0,23.7562774419,23.1685182434,0.0,0.0,0.0,0.0,17.9819691478
NODE_248_length_19850_cov_3_92619,0.0,0.0,0.0,0.0,21.4144408112,0.0,0.0,0.0,0.0,20.6057822942,0.0,0.0,0.0,0.0,16.2361469005
NODE_722_length_10924_cov_4_35891,0.0,0.0,0.0,9.26906552371,20.2436336416,0.0,0.0,0.0,13.3102547369,22.0603081032,0.0,0.0,0.0,0.0,17.1090580241
NODE_845_length_10043_cov_4_24069,0.0,0.0,0.0,0.0,13.4076304902,0.0,0.0,0.0,0.0,21.5062030331,0.0,0.0,0.0,0.0,14.5776157655
NODE_562_length_12928_cov_5_11668,0.0,0.0,11.7510752234,8.96009667292,17.5998755168,0.0,0.0,10.1433262912,14.2649987476,26.1122014283,0.0,0.0,11.5870422291,0.0,16.5853113499
NODE_748_length_10742_cov_9_34631,0.0,0.0,0.0,0.0,32.0272412837,0.0,0.0,0.0,0.0,47.5145097607,0.0,0.0,0.0,0.0,43.6019106279
NODE_318_length_16914_cov_4_49107,0.0,0.0,0.0,0.0,18.1286271417,0.0,0.0,0.0,0.0,22.8568341415,0.0,0.0,0.0,0.0,16.367083569
NODE_130_length_27272_cov_5_60896,0.0,0.0,0.0,5.14948084651,12.0479834546,0.0,0.0,0.0,11.5130895404,28.1554638743,0.0,0.0,0.0,0.0,26.7110803846
NODE_243_length_20094_cov_6_49558,0.0,0.0,0.0,0.0,29.9122347839,0.0,0.0,0.0,0.0,33.0385148045,0.0,0.0,0.0,0.0,29.2861681995
NODE_337_length_16502_cov_5_02329,0.0,0.0,0.0,0.0,10.0840488476,0.0,0.0,0.0,0.0,17.8698885106,0.0,0.0,0.0,0.0,14.8394891026
NODE_782_length_10512_cov_6_93803,0.0,0.0,0.0,6.11071727119,34.4443915693,0.0,0.0,0.0,10.7268297669,37.540618499,0.0,0.0,0.0,0.0,29.635332649
NODE_673_length_11448_cov_6_84025,0.0,0.0,0.0,0.0,17.2977317311,0.0,0.0,0.0,0.0,27.4628325366,0.0,0.0,0.0,0.0,20.0333102885
NODE_545_length_13087_cov_7_26381,0.0,0.0,12.8261735949,19.156068749,22.8496237932,0.0,0.0,0.0,32.4612963626,27.0818853009,0.0,0.0,0.0,0.0,18.5930069344
NODE_701_length_11177_cov_3_65528,0.0,0.0,0.0,0.0,14.2385259009,0.0,0.0,0.0,0.0,19.0819933514,0.0,0.0,0.0,0.0,11.7843001697
NODE_624_length_12007_cov_6_90395,0.0,0.0,0.0,0.0,11.8969115618,0.0,0.0,0.0,0.0,34.908619416,0.0,0.0,0.0,0.0,35.5274827338
NODE_581_length_12526_cov_7_97153,0.0,0.0,0.0,0.0,30.8186661409,0.0,0.0,0.0,0.0,40.2072491488,0.0,0.0,0.0,0.0,26.7110803846
NODE_218_length_21277_cov_4_64683,0.0,0.0,0.0,5.69875880347,18.4685389006,0.0,0.0,0.0,9.49127869427,23.2031498103,0.0,0.0,0.0,0.0,15.4505268892
NODE_284_length_18137_cov_6_05381,0.0,0.0,0.0,0.0,21.2633689183,0.0,0.0,0.0,0.0,26.8740958997,0.0,0.0,0.0,0.0,21.1244491931
NODE_229_length_20864_cov_4_7948,0.0,0.0,0.0,0.0,17.3354997043,0.0,0.0,0.0,0.0,25.31567539,0.0,0.0,0.0,0.0,17.3272858051
NODE_388_length_15219_cov_4_63183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2768364341,0.0,0.0,0.0,0.0,16.4980202376
NODE_261_length_19280_cov_6_66159,0.0,0.0,5.95054447482,8.30782909903,23.1139996057,0.0,0.0,0.0,15.7251954698,33.3155673395,0.0,0.0,0.0,0.0,24.0487014574
NODE_584_length_12491_cov_4_98609,0.0,0.0,0.0,0.0,27.6461563911,0.0,0.0,0.0,0.0,25.3849385238,0.0,0.0,0.0,0.0,24.179638126
NODE_747_length_10743_cov_5_07307,0.0,0.0,0.0,7.89587063131,21.9431924361,0.0,0.0,0.0,13.7033846237,25.3849385238,0.0,0.0,0.0,0.0,18.2874880411
NODE_695_length_11216_cov_4_88487,0.0,0.0,0.0,0.0,20.6590813469,0.0,0.0,0.0,0.0,24.6230440524,0.0,0.0,0.0,0.0,18.8548802715
NODE_285_length_18052_cov_14_1724,0.0,0.0,0.0,6.1450471435,53.8571298002,0.0,0.0,0.0,9.54744010666,67.3583975835,0.0,0.0,0.0,0.0,53.7276796626
NODE_890_length_11020_cov_5_91756,0.0,0.0,0.0,0.0,0.0,34.8200283511,0.0,0.0,0.0,0.0,22.5740078539,0.0,0.0,0.0,0.0
NODE_316_length_21204_cov_38_0656,30.2562202209,0.0,0.0,0.0,0.0,237.228261162,0.0,0.0,0.0,0.0,174.935344235,0.0,0.0,0.0,0.0
NODE_710_length_13191_cov_25_4036,0.0,0.0,0.0,0.0,0.0,205.5296573,16.9592166609,0.0,0.0,0.0,155.480461588,0.0,0.0,0.0,0.0
NODE_171_length_31192_cov_4_36349,0.0,0.0,0.0,0.0,0.0,34.5509400331,0.0,0.0,0.0,0.0,21.0408785148,0.0,0.0,0.0,0.0
NODE_847_length_11527_cov_5_93706,29.4234802148,0.0,0.0,0.0,0.0,47.1980909798,0.0,0.0,0.0,0.0,35.0505086817,0.0,0.0,0.0,0.0
NODE_2_length_191294_cov_6_27006,0.0,0.0,0.0,0.0,0.0,48.6511678971,0.0,0.0,0.0,0.0,70.6296826528,0.0,0.0,0.0,0.0
NODE_416_length_18088_cov_9_73942,22.2064001621,0.0,0.0,0.0,0.0,75.0756407262,0.0,0.0,0.0,0.0,49.6945371958,0.0,0.0,0.0,0.0
NODE_198_length_28898_cov_22_3394,0.0,0.0,0.0,0.0,0.0,85.3009968108,0.0,0.0,0.0,0.0,82.101719431,0.0,0.0,0.0,0.0
NODE_758_length_12614_cov_6_53054,0.0,0.0,0.0,0.0,0.0,50.5886037868,0.0,0.0,0.0,0.0,37.3237694258,0.0,0.0,0.0,0.0
NODE_485_length_16542_cov_14_3316,0.0,0.0,0.0,0.0,0.0,109.088404123,0.0,0.0,0.0,0.0,75.1762041409,0.0,0.0,0.0,0.0
NODE_933_length_10663_cov_13_8047,0.0,0.0,0.0,0.0,0.0,109.357492441,0.0,0.0,0.0,0.0,88.7629020764,0.0,0.0,0.0,0.0
NODE_5_length_124022_cov_6_53603,0.0,0.0,0.0,0.0,0.0,50.8038744412,0.0,0.0,0.0,0.0,70.471083066,0.0,0.0,0.0,0.0
NODE_694_length_13453_cov_4_49172,0.0,0.0,0.0,0.0,0.0,34.7662106875,0.0,0.0,0.0,0.0,25.3230673583,0.0,0.0,0.0,0.0
NODE_951_length_10436_cov_7_42472,0.0,0.0,0.0,0.0,0.0,59.0379769725,0.0,0.0,0.0,0.0,42.9276214926,0.0,0.0,0.0,0.0
NODE_246_length_24507_cov_4_25339,28.8683202107,0.0,0.0,0.0,0.0,33.0440454522,0.0,0.0,0.0,0.0,21.4109442174,0.0,0.0,0.0,0.0
NODE_818_length_11896_cov_4_92906,0.0,0.0,0.0,0.0,0.0,38.2643588217,0.0,0.0,0.0,0.0,29.1294574414,0.0,0.0,0.0,0.0
NODE_103_length_39585_cov_5_38983,0.0,0.0,0.0,0.0,0.0,37.8338175129,0.0,0.0,0.0,0.0,26.2746648791,0.0,0.0,0.0,0.0
NODE_615_length_14500_cov_3_9217,0.0,0.0,0.0,0.0,0.0,30.4607975993,0.0,0.0,0.0,0.0,24.6358024822,0.0,0.0,0.0,0.0
NODE_16_length_94561_cov_6_89942,0.0,0.0,0.0,0.0,0.0,53.6562106122,0.0,0.0,0.0,0.0,71.7927462893,0.0,0.0,0.0,0.0
NODE_361_length_19679_cov_34_0147,27.0640501976,0.0,0.0,0.0,0.0,242.825298177,0.0,0.0,0.0,0.0,161.82444506,0.0,0.0,0.0,0.0
NODE_882_length_11073_cov_5_56108,0.0,0.0,0.0,0.0,0.0,34.0665810607,0.0,0.0,0.0,0.0,22.5211413249,0.0,0.0,0.0,0.0
NODE_253_length_24252_cov_5_78721,0.0,0.0,0.0,0.0,0.0,46.1755553714,0.0,0.0,0.0,0.0,35.8963731446,0.0,0.0,0.0,0.0
NODE_962_length_10371_cov_4_96239,0.0,0.0,3.82535001953,0.0,0.0,38.7487177942,12.4984797725,5.38068921539,0.0,0.0,30.8211863672,24.1359736471,0.0,0.0,0.0
NODE_403_length_18514_cov_6_17363,0.0,0.0,0.0,0.0,0.0,48.4358972427,0.0,0.0,0.0,0.0,37.8524347151,0.0,0.0,0.0,0.0
NODE_800_length_12102_cov_3_58131,0.0,0.0,0.0,0.0,0.0,27.9851850736,0.0,0.0,0.0,0.0,20.9880119859,0.0,0.0,0.0,0.0
NODE_547_length_15533_cov_4_36206,45.6619103333,0.0,0.0,0.0,0.0,19.2129059063,0.0,0.0,0.0,0.0,10.6261723153,0.0,0.0,0.0,0.0
NODE_708_length_13307_cov_4_15945,0.0,0.0,0.0,0.0,0.0,32.129145171,0.0,0.0,0.0,0.0,23.1555396721,0.0,0.0,0.0,0.0
NODE_823_length_11845_cov_4_61247,0.0,0.0,0.0,0.0,0.0,35.7349286324,0.0,0.0,0.0,0.0,61.0079743872,0.0,0.0,0.0,0.0
NODE_339_length_20383_cov_4_31449,0.0,0.0,0.0,0.0,0.0,33.7436750791,0.0,0.0,0.0,0.0,21.6224103331,0.0,0.0,0.0,0.0
NODE_1004_length_10078_cov_6_94213,0.0,0.0,0.0,0.0,0.0,53.010398649,0.0,0.0,0.0,0.0,46.4168124021,0.0,0.0,0.0,0.0
NODE_923_length_10772_cov_5_70813,0.0,0.0,0.0,0.0,0.0,45.0992020993,0.0,0.0,0.0,0.0,32.6715148798,0.0,0.0,0.0,0.0
NODE_885_length_11057_cov_3_16715,0.0,0.0,0.0,0.0,0.0,24.4870369394,0.0,0.0,0.0,0.0,23.7370714903,0.0,0.0,0.0,0.0
NODE_665_length_13912_cov_10_646,0.0,0.0,0.0,0.0,0.0,66.0880909045,0.0,0.0,0.0,0.0,39.3855640541,0.0,0.0,0.0,0.0
NODE_1003_length_10089_cov_6_56069,0.0,0.0,0.0,0.0,0.0,50.8038744412,0.0,0.0,0.0,0.0,35.6320405,0.0,0.0,0.0,0.0
NODE_188_length_29800_cov_13_0555,0.0,0.0,0.0,0.0,0.0,101.607748882,0.0,0.0,0.0,0.0,97.2215467055,0.0,0.0,0.0,0.0
NODE_251_length_24347_cov_6_77433,56.2099504103,0.0,0.0,0.0,0.0,53.010398649,0.0,0.0,0.0,0.0,43.8792190133,0.0,0.0,0.0,0.0
NODE_98_length_40177_cov_26_5449,187.505291369,0.0,0.0,0.0,0.0,206.1216516,0.0,0.0,0.0,0.0,163.833373159,0.0,0.0,0.0,0.0
NODE_746_length_12755_cov_3_80008,0.0,0.0,0.0,0.0,0.0,29.4920796544,0.0,0.0,0.0,0.0,21.4109442174,0.0,0.0,0.0,0.0
NODE_522_length_15881_cov_5_39321,0.0,0.0,0.0,0.0,0.0,32.6135041434,0.0,0.0,0.0,0.0,21.9924760356,0.0,0.0,0.0,0.0
NODE_218_length_27212_cov_5_67154,0.0,0.0,0.0,0.0,0.0,45.0992020993,0.0,0.0,0.0,0.0,30.3982541357,0.0,0.0,0.0,0.0
